X1,log(X1),X2,log(X2),Y,X3,X4,log(X4),X5,log(X5),X6,X8,X9,X10,X11,X12,X13,X14,X16,X17,X18,log(X18),X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31
12,2.48490665,5,1.609437912,111.3,327,38636,10.56193976,2214,7.702556113,14.6,59,60.2,58.2,2.1,63.1,16.1,33.9,16.9,38.6,14.6,2.681021529,51.3,1.1,69.4,34,27.4,39.3,9.7,99.50980392,0,0,0,53.59477124,10.79136691
365,5.899897354,157,5.056245805,211.8,500.6,39506,10.58420784,56471,10.94148251,19.6,43.4,42.3,44.5,2.42,52.7,12.6,46.8,5.8,44.2,8.8,2.174751721,47.6,10,61.2,44.3,40,42.4,23.8,96.21874724,1.397649969,0.367523633,0.385193038,50.25251435,4.203166439
73,4.290459441,32,3.465735903,174.1,456.2,49513,10.80999054,10021,9.21243817,10.8,46.1,44.8,48.1,2.25,59.3,16.2,27.3,11,39.3,14.9,2.701361213,63.3,4,77.6,57.4,44.8,33.3,13.3,97.9011979,0.702900703,0,0.316800317,54.53926464,8.116710875
113,4.727387819,42,3.737669618,179.3,505.5,43396,10.67812255,16029,9.682154861,14.6,42.4,40.8,44.7,2.43,52.5,17.6,33.9,3.5,33.3,15.6,2.747270914,56.9,5.4,67.6,48.3,42.1,40.4,19.9,97.35846717,0.434054691,0.372046878,0.024803125,49.8692911,4.929577465
211,5.351858133,89,4.48863637,218.3,515,33640,10.42347111,31709,10.36435583,24,41.8,40.5,43.2,2.4,52.3,9.3,37.7,10,42.3,8.3,2.116255515,45.4,8.2,61,46.6,40,41.6,23.6,96.258032,1.052034774,0.447272269,0.125992188,51.74340811,3.502840141
745,6.613384218,288,5.66296048,184.9,459.8,50055,10.82087768,185660,12.13167232,15.3,37.4,36.4,38.6,2.85,53.5,20.9,34.1,6.7,30.4,14.8,2.694627181,59.4,8.9,64.1,52.7,46,30.6,18.5,78.44850781,15.02612166,0.681069082,2.990537904,55.35270379,5.25474016
103,4.634728988,48,3.871201011,195.9,436.6,32121,10.3772653,16203,9.692951689,27.1,46.9,44.3,49.5,2.41,45.8,39.8,33.7,3.4,41,6.1,1.808288771,36.6,7.2,43.8,29.5,24.6,50.4,28.7,88.10515195,8.799950283,0.745758499,0.118078429,47.2318625,5.828779599
1037,6.944087208,367,5.905361848,155.6,435.9,83698,11.33497036,245322,12.41032691,6.5,39.1,38.1,40.1,2.68,54.7,8.3,29,14.3,25.2,23.2,3.144152279,67,5.8,81.6,67.7,60.8,23.2,10.4,81.43951478,9.007635485,4.260625671,1.856877116,56.5676769,4.557287265
45,3.80666249,13,2.564949357,102.1,320.8,59181,10.98835582,13909,9.540291392,11.3,38.5,40.2,36.1,2.82,42.2,7.7,37.1,25,16.8,23.1,3.139832618,61.1,13.4,56.7,26.10037116,36.3,29.7,17.3,84.08030539,0.55139262,1.095716103,8.772797964,47.18711781,1.991310644
178,5.18178355,78,4.356708827,199.9,469.4,41326,10.62924712,28946,10.2731873,16.9,42.9,41.5,44,2.49,52.4,12.5,36.2,6.4,42.3,9.7,2.272125886,50.6,9.9,64.4,46.8,40.8,37.9,20.1,86.09969256,10.03488894,0.659780994,0.939583405,51.85447464,4.447587616
193,5.262690189,79,4.369447852,171.4,445.5,39882,10.59368037,34622,10.4522446,19.5,40.6,37.7,43.2,2.22,44.8,18,39.2,2.7,34.9,16.8,2.821378886,58.5,7,63.8,47.7,42.3,34.7,17.5,94.65107528,0.471793684,0.688876668,0.457321485,39.61304807,4.512392241
464,6.139884552,202,5.308267697,195.5,453.4,38653,10.56237967,81287,11.30574138,18.8,42.8,41.6,43.7,2.56,49.5,21.1,38.7,4.8,31.6,9.7,2.272125886,50.9,12.2,55.5,41.7,34.6,40.5,24.6,89.51295286,4.95364368,0.594437242,3.062697228,48.54907179,6.057735176
594,6.386879319,215,5.370638028,186.5,494.6,58818,10.98220321,137788,11.83347155,12.3,35.3,34.6,36.2,2.79,52.2,21.6,36.1,6.4,40.2,14.3,2.660259537,60.4,7,64.3,54,49.1,28.9,18.8,90.99284056,6.147115693,0.407617825,0.913034065,54.24088389,5.711293942
44,3.784189634,21,3.044522438,230.9,483.5,27323,10.21548412,6572,8.790573479,29.5,44.2,43.4,45,2.35,51.7,5.7,58.9,0,39.4,7.3,1.987874348,41.5,12.1,48.1,37.3,34.1,49.4,31.1,97.41041855,0.451671183,0.060222824,0.060222824,47.56717502,8.014184397
1962.667684,7.58205989,46,3.828641396,180.7,453.5494221,49934,10.81845741,15471,9.646722583,12.4,43.2,41.7,45,2.43,54,17.3,35.1,10,37.9,13,2.564949357,61.8,4,71.6,52.4,39.4,36.5,17.1,89.44221841,0.712332252,3.281816447,0.400686892,51.81544316,5.74439157
2820,7.944492164,1031,6.938284484,147.1,404.1,47192,10.76197967,676685,13.42496116,18.7,36.5,35.2,37.9,2.52,43.7,18.9,25.7,7.2,23.8,17.9,2.884800713,57.5,8.4,58.5,46,39.2,37.7,24.1,71.84702564,2.966719737,2.320819416,14.06276198,41.35260379,5.264795797
1962.667684,7.58205989,9,2.197224577,150,453.5494221,41797,10.64057985,2679,7.89319887,11.5,49.6,46.4,52.5,2.09,61.8,21.4,18.5,12.7,31.5,16.9,2.827313622,59.7,1.9,79.7,53.3,39.3,33.5,9.7,94.7054437,0,1.15585384,3.243847875,52.77337559,10.77586207
49,3.891820298,20,2.995732274,177.2,456.2,55925,10.93176679,8269,9.020268862,9.9,44.1,43.5,44.5,2.5,60.2,23.1,37.6,6.1,43.8,12.4,2.517696473,59.7,5.5,77.8,59.7,51.6,31.5,13.7,98.08772559,0.561730608,0.095613721,0.239034301,60.2118003,7.88863109
753,6.624065228,330,5.799092654,164.3,384.5,48537,10.79008167,165829,12.01871242,16.6,40.9,39.3,42.3,2.53,49.9,17.2,33.8,6.7,31,15.9,2.766319109,52.8,9.9,65.2,48.3,43.4,35.8,18.8,69.67262123,24.80232814,0.767503722,2.366571491,48.94044517,5.643104513
16,2.772588722,5,1.609437912,128.2,419.3,38645,10.56217268,1918,7.559038255,15.6,52.3,50.9,52.5,2.1,62.9,42,37.7,5.8,32.5,16.3,2.791165108,60.7,3.1,68.7,43.1,31.4,38.8,15,97.36697751,0.164563906,1.097092704,0.054854635,58.81656805,4.705882353
31,3.433987204,11,2.397895273,188.2,579.7,58467,10.97621777,3876,8.262558973,7.3,45.3,44.6,46,2.22,60.9,16.2,38.7,7.3,32.8,16.7,2.815408719,65.9,1.2,88.8,75.51340992,55.7,25.7,5,96.07640681,1.084150749,0.567888487,0.851832731,54.80324074,6.284916201
109,4.691347882,42,3.737669618,146.5,375.5,35081,10.46541495,27329,10.21570369,28.8,36.2,35.2,37.8,2.98,38.1,27.3,34.1,2.5,36.5,8.4,2.128231706,44.9,15.3,40.4,28.5,26.7,50.4,35.7,43.37886203,1.015265503,0.624497845,11.0474034,39.63436072,6.744769874
126,4.836281907,59,4.077537444,147.4,316.5,50069,10.82115733,43909,10.68987459,12.4,30.4,28.9,31.5,3.36,60.3,64.1,22.3,2.3,35.1,5.3,1.667706821,56.853698,4.2,45.9,37.6,31.2,19.7,11.2,98.71304908,0.204899162,0.085182798,0.06216042,70.61095782,7.899124635
153,5.030437921,67,4.204692619,155.4,373.8,39126,10.57454249,36380,10.50177445,18.7,32.8,28.8,38,2.51,44.3,5.8,21.6,10.3,33.8,19.2,2.954910279,51.4,7.2,71.6,42.2062092,46.1,33.2,16.7,93.61702128,0.741953082,2.921440262,0.234588107,46.68361787,5.373953975
306,5.723585102,104,4.644390899,142.2,473.2,68246,11.1308741,49084,10.8012884,8,43.9,41.9,45.5,2.38,52.4,4.9,23.7,11.7,22.4,23.9,3.173878459,60.7,6.8,80.8,71.08771485,55.4,27,11.1,95.29648609,1.26484464,1.6390109,0.248088498,54.26127527,4.448655477
104,4.644390899,52,3.951243719,200.3,423,32521,10.38964131,19043,9.854454859,23.6,40.8,40.4,41,2.52,46.7,25.1,31.4,4.7,31.4,9.2,2.219203484,44.8,12.6,53.6,38.4,30.9,47,27.1,55.53585398,42.7327249,0.166883963,0.354628422,42.8667293,6.091370558
337,5.82008293,109,4.691347882,137.9,416.6,51569,10.850676,100739,11.52028829,13.9,33.2,32.6,33.9,2.39,49.5,5.2,21.1,9.7,20,31.8,3.45946629,39.44234805,6.3,77.5,67,50.9,19,9.9,94.85328829,0.398644608,1.245239869,0.479422595,49.2531077,4.428705174
1962.667684,7.58205989,25,3.218875825,151.9,453.5494221,51028,10.84012978,9875,9.19776159,11.2,43,40.7,45.1,2.33,58.8,15.8,37.9,4.9,36.8,12.1,2.493205453,63.6,3.4,74.5,55.1,42,35,15.3,92.58818866,0.455806579,0.594530321,1.397146254,56.38703527,7.744282744
58,4.060443011,24,3.17805383,146.2,400.3,34597,10.45152225,8970,9.101640955,20.1,48.5,47.7,49.1,2.33,59.8,15.2,45.2,0.4,37.6,7.9,2.066862759,47.8,4.3,48.6,33.8,24.2,47,28.1,94.42209416,0.739371534,0.663259759,0.456670653,55.80678314,4.152249135
11,2.397895273,7,1.945910149,173.9,279.3,32580,10.39145388,2164,7.67971364,22.7,45.7,45.4,46,2.25,59.5,24.5,63.2,0,30.3,8.8,2.174751721,47.1,8.3,49.5,29.8,22.1,43.3,19.4,87.16773602,1.191567369,0,0.733272227,51.94532072,3.712871287
256,5.545177444,110,4.700480366,205,485.3,36003,10.49135755,40021,10.5971596,22.2,40.9,38.5,43.1,2.51,44,22.8,40.2,2.1,40.5,11,2.397895273,47.6,7.6,52.8,37.3,32.4,42.4,25.1,63.5620553,34.32552872,0.337297191,0.182189724,42.25182366,6.027155315
82,4.406719247,33,3.496507561,159.5,400,41328,10.62929552,13440,9.505990614,17.1,47.8,46.8,48.4,2.44,56.7,8,61.1,5.2,35,12.3,2.509599262,43.9,12.7,58.3,33.6,24.2,46.5,22,73.02563343,24.27026226,0.01481701,0.392650763,53.49090909,7.827059262
29,3.36729583,9,2.197224577,177.9,537.2,43523,10.68104481,7121,8.870803444,12.4,30.7,29.1,31.3,3.09,46.4,14.7,61.8,5.5,33.3,9,2.197224577,66.6,5.6,52.4,43.7,36.6,30,21.8,88.97918449,1.25463359,0.969489592,4.348445965,49.51241135,9.422492401
20,2.995732274,11,2.397895273,209.6,426.4,39936,10.59503345,3019,8.01268093,15.2,49.9,50.5,49.3,2.21,59.7,18.5,34.8,8.1,37.6,13.4,2.595254707,61.5,4.5,72.1,52.9,33.1,33.9,13,96.71251258,0.10063737,0,0.16772895,54.28790199,10.27131783
154,5.036952602,62,4.127134385,186.4,483.9,44385,10.70065685,26503,10.18501321,14.5,40.4,40.1,40.9,2.54,57.8,22,37,4.7,44.9,9.6,2.261763098,55.5,7.8,68,53.3,48.7,33.5,16.8,97.38064903,0.236078843,0.074945664,0.266057109,57.87336878,8.386023295
6346,8.755579972,2389,7.778630147,168.9,452,55803,10.92958291,1501335,14.22186527,18.1,35.5,34.2,36.8,2.76,45,13.9,29.5,7.2,22.3,19.1,2.949688335,55.3,11.8,63.2,60.11541249,45.4,35.2,21.6,59.58677393,9.957416675,15.04162824,6.8865327,44.78928273,5.384470827
90,4.49980967,41,3.713572067,224.3,472,50395,10.82764724,17941,9.794843875,13.7,38.9,38.5,39.7,2.92,56.2,12.8,41.9,3.9,39.2,9.7,2.272125886,52.4,10.4,65.2,52.4,44.8,28,15.5,87.31753874,11.2732989,0.381765102,0.179654166,62.30679741,3.422926717
66,4.189654742,29,3.36729583,183.4,433.5,48277,10.78471054,11130,9.317399444,14.5,44.8,45,44.5,2.53,45.4,16.8,40.5,13,38.5,9,2.197224577,57,8.5,67.2,51.6,45.3,35.3,17.2,55.74387947,41.03667832,0,0.197291723,46.16805171,1.972920696
113,4.727387819,45,3.80666249,196.4,500.9,41406,10.63118108,18763,9.839642124,18.5,41.9,40.2,42.7,2.57,48.8,29.6,37.4,6.7,42.5,9.1,2.208274414,49.1,8.1,59.2,46.7,42.5,36.7,21.5,94.62676963,2.118189618,0.101887602,1.313813814,48.24438202,3.484486874
452,6.11368218,191,5.252273428,197.4,465.9,39999,10.59660973,80862,11.30049928,22.5,40.9,40.1,41.5,2.49,47,21.1,32.7,3.5,36.3,8.2,2.104134154,46.9,13.8,59.9,42,37.4,42.9,23.6,64.66471014,31.95476258,0.451883051,0.75150116,45.51298371,4.578696343
225,5.416100402,105,4.65396035,211.7,459,35558,10.47892045,37731,10.53823732,23,41.7,41.3,42.3,2.53,42.9,31.7,39.1,2.5,37.9,8.8,2.174751721,49.2,12.4,48.8,34.4,28.3,45.3,29,57.7570782,38.38543311,0.036838228,1.089359015,40.72695275,6.084407972
890,6.791221463,343,5.837730447,175.7,482.8,56508,10.9421375,154604,11.94862229,13.2,39.9,38.4,41.6,2.65,44.8,14.5,27.1,9.9,30,16.4,2.797281335,66.80987435,7.4,71.5,56.2,51,35.1,19.1,78.42838316,10.18372568,4.272074214,3.317915192,45.67653277,5.183987725
50,3.912023005,23,3.135494216,192.8,434.9,35955,10.49002344,9245,9.131838144,25.3,39,35.5,41.8,2.71,47.3,22.8,39.9,6.1,44.2,5,1.609437912,42.3,6.8,48.5,35.4,32.4,43.1,27.6,68.56930272,28.47576531,0.085034014,0.56335034,49.2949111,5.602094241
1030,6.937314081,421,6.042632834,185.8,448.5,54196,10.90036238,251195,12.43398481,14.6,37.9,37.2,38.7,2.61,53.6,13.6,28.4,8.8,27.8,20,2.995732274,60.3,8.9,71,58.9,53.1,27.6,15.2,75.17619421,18.92983888,1.704043719,1.238774388,53.35134297,5.197966517
106,4.663439094,48,3.871201011,225.1,486.5,43659,10.68416473,19295,9.867601274,15,41.6,40.6,42.7,2.53,59.1,13.8,43.9,3.8,48,6.2,1.824549292,53.9,5.2,64.4,50.9,44.4,36.5,22.4,95.5215301,2.257525084,0.151546823,0.381479933,57.31479005,3.646563815
119,4.779123493,46,3.828641396,171.6,493.6,54957,10.91430634,17337,9.760598225,12.9,43,41.7,43.6,2.51,58.5,16.5,40.1,10,41,11.2,2.415913778,60.1,5.6,75.2,57.4,48.1,32.3,14.1,88.68356313,0.509182448,0.26317295,1.287258997,56.56848306,6.724330357
30,3.401197382,9,2.197224577,131.6,444.6,46961,10.75707275,4854,8.487558386,14,41.3,41.1,41.7,2.38,53.6,24.8,27.9,2.5,32.3,13.6,2.610069793,64.7,4,69.2,54.9,40.7,30.9,15.8,96.12228149,0.800164136,0.307755437,1.292572835,49.67188289,5.760869565
123,4.812184355,48,3.871201011,157.8,399.8,44129,10.69487244,26514,10.18542817,17.5,42.1,40.7,43.9,2.6,45.6,26.8,36.2,6.8,36.3,11.4,2.433613355,45.9,8.9,65,19.78520962,45.6,34.9,19.2,59.0455679,36.63190509,0.343837376,2.063024258,48.85664028,3.616566206
66,4.189654742,21,3.044522438,148,475.6,50924,10.8380896,11185,9.322328874,11.1,40.8,40.3,41.4,2.58,56.4,20.2,31.6,6.2,37.3,9.7,2.272125886,63.1,4.8,75,57.6,50.4,32.7,15.6,92.25445834,0.913849703,2.537485582,3.37148434,56.80816516,7.112970711
1962.667684,7.58205989,347,5.84932478,152.1,453.5494221,84113,11.33991641,251597,12.43558388,6,38.9,37.8,40,2.67,57.2,13.6,28.9,13.2,22,27.3,3.306886702,65.31901174,4.8,85.7,72.3,65.1,21.2,9,87.00855394,3.840758909,5.16925447,0.758097864,59.14859455,5.104712042
311,5.739792912,140,4.941642423,206.3,463.7,47824,10.77528288,58469,10.97625198,13.4,38.8,37.5,39.8,2.58,53.1,18.8,43.3,5,48.1,8.6,2.151762203,54.60533822,7.2,68.9,53,49,35.3,19.2,94.75372007,1.128323464,0.254509052,1.868096442,52.89208505,4.663965135
43,3.761200116,20,2.995732274,160.6,349.7,26309,10.17766636,8551,9.053803514,35.3,43.9,41.2,47.8,2.49,30.2,46.6,35.4,4,40.6,5.9,1.774952351,28.6,14.6,54.8,37.8,30.4,45.1,24.5,24.53552528,73.22373607,0.394099764,1.396239162,33.64120782,3.166561115
81,4.394449155,49,3.891820298,201.2,334,34863,10.45918137,22643,10.02760603,22.2,37,36.1,37.8,2.71,52.9,32.4,29.3,3.7,34.2,8.4,2.128231706,54.6,8.7,50.7,38.9,34.7,37,22.8,89.43900189,1.541976014,1.37503844,0.751219084,52.00769416,7.439480417
1962.667684,7.58205989,52,3.951243719,181.2,453.5494221,47493,10.76833761,19303,9.868015803,11.1,41.7,41.2,42.3,2.45,58.6,12.4,44.1,4.7,36,13.6,2.610069793,58.1,6.7,74,45.00538664,42.3,34.5,15.6,94.50194712,0.517524083,0.292068047,0.799344128,55.21605727,6.565530962
96,4.564348191,38,3.63758616,174,460,41759,10.63967028,16491,9.710570057,18.1,40.7,35.9,48.6,2.22,43,49,25.6,3.2,34.3,7.3,1.987874348,30.3,6.1,62.1,48.69320634,38.6,46,24.8,75.91359136,20.56405641,0.108010801,1.320132013,51.50548355,5.340223945
75,4.317488114,32,3.465735903,179.8,407.5,42839,10.66520418,22255,10.01032198,14.6,31.1,30.2,31.6,3.21,59,31,29.7,1.4,26.1,9.5,2.251291799,67.4,4.1,59.4,50.7,46.5,26.8,18.1,79.58798977,2.948700687,8.482563619,5.637089897,63.00594806,10.43646945
196,5.278114659,77,4.343805422,170.1,438.6,41085,10.62339837,37052,10.52007761,18.6,38.7,37.5,40.3,2.52,53.2,11.8,30.9,5.3,38.9,10.4,2.341805806,52.5,6.9,57.6,44.1,38,40.3,23.9,94.40625677,2.054016021,0.868694523,0.495237064,51.58730159,4.404237591
58,4.060443011,22,3.091042453,128,356.3,41039,10.62227811,11766,9.372969295,17,45.6,45.5,45.7,2.8,50.5,16.3,41.5,8.4,50.2,7,1.945910149,51.3,6.7,65.1,48,44.5,42.4,21.2,97.37621667,1.379602201,0,0.110029623,55.4011976,3.528435035
58,4.060443011,29,3.36729583,192.2,444,44282,10.69833355,8094,8.998878325,14.4,47,46.1,48.1,2.14,59.7,11.2,38.5,5.7,39.7,15.1,2.714694744,60.1,3.4,69.5,50.6,42.5,40.1,19.4,93.29350079,0.036580905,0.256066333,0.121936349,51.82132412,6.961613533
134,4.8978398,58,4.060443011,161.3,385.3,33755,10.42688383,25690,10.15385709,21.5,41.6,40.4,43.4,2.67,48.4,26.2,38.8,1.4,43.8,8.9,2.186051277,44.7,8.1,52.1,36.7,29.8,45.7,27.3,92.99397707,1.75636293,0.085486691,0.334175248,50.64593825,4.813502813
65,4.17438727,26,3.258096538,155.3,439.7,53175,10.88134364,12622,9.443196602,9.5,41.9,40.3,44.2,2.38,55.2,11,13.4,4.9,32,24,3.17805383,65.5,4.4,78.6,60.7,48.9,28,12.4,95.87953003,0.620552706,1.07562469,0.297865299,55.73047859,4.12979351
248,5.513428746,113,4.727387819,180,389.3,59904,11.00049856,62953,11.0501437,10,39.3,38.7,39.7,2.86,57.1,17.7,35.2,6.5,36.8,12.4,2.517696473,57.5,7.5,63.8,51.4,44.3,29.2,16,94.25893572,1.187074441,0.401678559,1.531603612,61.67647617,7.013024188
97,4.574710979,49,3.891820298,218.8,470.8,46159,10.73984724,13427,9.505022884,13.1,44.7,42.2,47.3,2.18,57.4,18.5,38.3,8.7,44.3,14.6,2.681021529,61.9,3.2,68.6,56.04002819,39.4,42.6,21.8,97.52023547,0.419426049,0.38263429,0.360559235,50.03289474,9.298780488
551,6.311734809,224,5.411646052,191.8,481.8,43969,10.69124012,86484,11.3677147,14.9,42.4,41.4,43.2,2.42,52.2,16.1,36.6,4.6,45,12.4,2.517696473,53.4,7.2,64.9,47.4,41.7,38.6,19.5,95.79359537,1.863915826,0.501471211,0.209518794,52.06362979,6.020996295
27,3.295836866,14,2.63905733,179.9,340.7,30264,10.31771417,7903,8.974997713,38.9,38.4,36.1,46.2,2.16,34.6,30.5,56.1,0,54.8,4,1.386294361,19.5,10,43.4,34.7,32.5,44.5,31.7,58.10708899,41.65409754,0,0,47.61431412,5.070993915
2075,7.637716433,706,6.559615237,156.6,446.2,72131,11.18623919,530847,13.18222912,10.7,35.9,35,36.8,3.01,54.3,18.4,31.2,8.3,23.5,20.4,3.015534901,64.3,7.6,68.4,58.7,53.5,28.2,18.3,72.70493021,5.545204101,3.694516524,15.53194408,58.70105926,5.683202717
4427,8.395477433,1457,7.284134806,152.7,461.9,80037,11.29024431,933736,13.74694902,7.9,38.8,37.4,40.2,2.72,55.6,10.1,26.3,18,19,28.3,3.342861805,65.1,7,79,67.4,59.8,22.8,11.7,79.4271785,4.707376947,10.82961097,2.385502337,57.95795707,4.783276672
16,2.772588722,6,1.791759469,150.1,367,61098,11.02023441,5048,8.526747404,9.5,33.5,33.1,34.2,3.01,55.4,33.6,35.7,0,30.4,9.4,2.240709689,57.5,5.2,64.5,54.9,51.8,23,14.8,56.15221987,3.488372093,0,37.61099366,55.70687419,11.89138577
399,5.988961417,144,4.9698133,165.4,471.4,44236,10.69729422,82375,11.31903727,14.5,34.5,33.5,35.4,2.71,55.7,16.3,28.5,1.3,28.9,12,2.48490665,60.2,5.9,65,49.1,40,31.1,16.5,92.91160442,0.507474626,1.597420129,2.141142943,55.38477444,8.551754776
128,4.852030264,55,4.007333185,202.2,480.4,30619,10.32937601,20464,9.926422524,26.2,42,41.2,44.1,2.57,48.7,16.6,40.3,2.3,37,4.4,1.481604541,39.9,12.6,50.2,34.4,29.8,51.9,30.3,94.66957153,2.231905108,0.029048656,1.534737352,48.37691045,6.951992754
1401,7.244941546,577,6.357842267,199.4,492.8,39812,10.59192365,251460,12.43503921,24.1,36.6,34.8,38.4,2.55,39.3,22.2,30.3,7,32.9,15,2.708050201,68.0149835,7,56.7,43.1,37.4,39,24,47.84919644,47.93909132,1.204748334,0.988843614,37.397312,5.272379222
76,4.33073334,36,3.583518938,262.7,558.3,27777,10.23196362,10711,9.27902653,33,42,40.6,42.8,2.59,49.5,23.4,51.5,0,33.8,5.3,1.667706821,31.7,17,46.5,26.25986885,32.5,51.5,33.4,98.57233791,0.682004183,0.036373556,0.500136401,48.69879518,3.237555645
41,3.713572067,15,2.708050201,171.1,520.4,52914,10.87642323,5315,8.578288291,10.3,45.6,44.7,47.3,2.37,60.5,12.8,21.3,6.5,42.3,11.5,2.442347035,64.9,1.2,80.4,62.2,48.8,29.3,10.8,99.27414852,0.130281035,0.148892611,0.111669458,57.52132914,4.356636272
24,3.17805383,10,2.302585093,138.4,429.4,48024,10.77945616,3659,8.204945165,13.8,44,42.4,47.2,2.21,55.6,31.6,30.5,0.7,37.3,15.7,2.753660712,47.99379497,2.8,74.9,57.5,35.6,32.1,14.4,94.89655172,0.965517241,0.8,0.8,53.49462366,6.386292835
142,4.955827058,32,3.465735903,123.6,432.7,92560,11.43561236,39633,10.58741738,6.8,38.2,37.8,38.4,2.75,63.2,15.3,34.7,14.8,15.5,30.6,3.421000009,70.8,3.2,81.2,72.8,60,13.5,6.8,94.90148231,0.532177254,1.954777913,1.209729758,63.7754003,4.14207772
372,5.918893854,139,4.934473933,174,473.2,40782,10.61599609,63308,11.05576698,18.2,40.5,39.3,42,2.63,51.4,14.8,45.1,1.8,30.5,9.6,2.261763098,46.6,13.2,53.1,37.9,32.5,47.8,28,86.44381809,0.508297441,1.28103623,4.609513555,50.75092811,4.096971483
100,4.605170186,43,3.761200116,154.2,390.3,52791,10.874096,18550,9.828225068,12.1,40.9,39.2,42.2,2.31,49.8,7,18.5,2.8,36.8,15.3,2.727852828,55.79461871,4.8,77.1,58.5,50.1,32.5,14.8,94.83025929,1.160117616,2.090350174,0.251269714,50.51013468,4.270952928
187,5.231108617,79,4.369447852,170.7,414.6,38989,10.57103483,38033,10.54620948,19.9,39,38.5,40,2.46,45,12.4,30.4,6.3,37.8,11.8,2.468099531,46.3,11.7,65.2,46,40.3,40.2,20.2,71.56481625,6.69413777,0.904473125,0.251386513,48.96763592,5.803003309
42,3.737669618,16,2.772588722,164.9,447.8,46208,10.74090822,6104,8.716699573,13.9,44.8,44.7,44.8,2.5,58.3,25.4,36.1,3.5,34.3,16.5,2.803360381,56.3,5.1,63.6,39.3,30,40.2,18.1,95.22555153,0.082318077,0.312808693,0.79025354,58.64304235,8.581138488
41,3.713572067,19,2.944438979,161.1,358.2,39992,10.59643471,7582,8.933532296,22.4,47.7,46.8,49.5,2.39,48.2,46,24.7,2.3,31.2,11.5,2.442347035,38,12.2,50.6,33.3,27,52,28.4,76.05854679,0.261369577,0.130684788,1.071615264,47.82468579,4.978354978
67,4.204692619,21,3.044522438,159.8,514.8,43626,10.68340858,10730,9.280798836,17.4,41.7,41.6,41.8,2.59,54.5,17,57.1,7.5,47,8.3,2.116255515,51.6,8.6,66,51.2,47,38.6,21.4,96.12547848,1.587153394,0.093361964,1.577817197,53.21367936,5.220713073
50,3.912023005,15,2.708050201,139.4,416.9,69115,11.14352706,9303,9.138092208,8.5,48,47,48.1,2.13,57.4,7,53.2,0,22,25.9,3.254242969,65.6,5.4,76.8,63.2,47.7,26.8,11.8,94.01269702,1.313485114,0.634851138,1.105516637,51.78444812,3.600654664
383,5.948034989,165,5.105945474,216.8,513.8,40376,10.60599083,66520,11.10525793,20.3,38.9,37.4,40.8,2.33,48.2,24.6,35.8,3.7,34.2,8.4,2.128231706,47.6,8.3,64.3,65.26390216,41.6,38.9,18.9,93.13285866,4.784123618,0.384790183,0.36661112,49.40247032,4.612961296
75,4.317488114,40,3.688879454,200.5,376.2,38975,10.57067569,16059,9.684024719,20.8,40.1,40.1,40.1,2.65,53.6,24.9,39.1,5.4,42.2,8.2,2.104134154,50.8,4.8,56.8,42.6,36,41.7,24.5,74.87236267,24.76471674,0.06766316,0.012302393,51.32292523,5.357614146
1962.667684,7.58205989,37,3.610917913,173.3,453.5494221,44113,10.6945098,12841,9.460398456,15.3,47.4,46.9,47.9,2.18,55,18.8,34.7,6.7,36.5,13.5,2.602689685,54.4,7.8,62.3,43.6,37.3,47.5,26.8,93.71840049,0.880956029,0.643480925,0.015320974,49.86310746,3.367670365
94,4.543294782,40,3.688879454,180.7,426.9,35078,10.46532943,18963,9.850244991,26.7,39,37.1,41.4,2.71,51.1,26.1,41.4,3.6,38,7.2,1.974081026,43,13.8,49.2,34.6,27,37.8,22,84.13691572,11.43067459,0.741363899,1.077869499,49.42512216,5.015887426
56,4.025351691,23,3.135494216,180.1,446.2,37672,10.53667239,8647,9.064967719,26.4,45.1,44.6,45.5,2.62,46.9,30.4,23,3.4,40.3,9,2.197224577,43.3065348,9.4,51.1,41.48080373,31.3,43.1,25.7,64.15782871,33.49298666,0.547382826,0.570190444,47.7128143,2.387267905
1962.667684,7.58205989,84,4.430816799,164.1,453.5494221,47203,10.76221273,30613,10.32918003,12.5,44.6,43.1,46.4,2.33,52.7,15.9,36.6,5.3,36.7,11.5,2.442347035,61.5,4.9,70.3,51.7,43.6,39,19.6,95.12574036,1.129559504,1.307570314,1.074537981,49.27268529,5.846508564
114,4.736198448,54,3.988984047,206,442.8,43933,10.69042103,20928,9.948843254,16.9,40.8,39.2,42.6,2.47,50.6,25.5,35.3,3.9,42.1,9.4,2.240709689,47.2,6.8,63.7,47,42.1,36.2,18.8,93.40154422,4.528444887,0.222632751,0.497371039,54.22175677,6.615715309
66,4.189654742,27,3.295836866,180.2,463,39983,10.59620964,12063,9.397898196,19.7,41.5,39.1,42.5,2.56,52.6,14.8,29.2,2.6,41.6,6.8,1.916922612,57.3,6.1,68.7,53,46.1,33.9,16.6,89.47942905,5.91099916,0.193115029,1.964735516,53.83759733,5.399151562
2624,7.87245515,1086,6.9902565,195.2,478.8,50774,10.83513969,487865,13.09779401,17.6,38.1,36.6,39.5,2.65,44.7,19.8,34.8,6.4,35.4,13.8,2.624668592,55.3,10.5,64.7,51.8,48,33.1,19.5,61.73178789,24.85313143,1.35497441,8.969153533,44.50887548,5.596850638
